person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_bracket,loan_to_income_pct,dti_risk_band,loan_status_label,has_prior_default,credit_hist_ratio,predicted_default_probability,predicted_risk_tier
27,68808,MORTGAGE,2.0,VENTURE,C,20000,13.48,0,0.29,Y,6,26-35,50-75K,29.07,Moderate,Non-Default,1,0.6,0.2272,Low
28,34000,RENT,4.0,PERSONAL,D,10000,14.74,0,0.29,N,9,26-35,25-50K,29.41,Moderate,Non-Default,0,0.82,0.5988,Moderate
27,29000,RENT,2.0,PERSONAL,B,10000,12.69,1,0.34,N,10,26-35,25-50K,34.48,High,Default,0,1.0,0.9912,Very High
28,35000,RENT,4.0,PERSONAL,D,10000,16.77,0,0.29,Y,8,26-35,25-50K,28.57,Moderate,Non-Default,1,0.73,0.4909,Moderate
28,35000,RENT,12.0,PERSONAL,D,10000,16.29,0,0.29,N,5,26-35,25-50K,28.57,Moderate,Non-Default,0,0.45,0.476,Moderate
27,35000,RENT,11.0,VENTURE,A,10000,8.49,0,0.29,N,6,26-35,25-50K,28.57,Moderate,Non-Default,0,0.6,0.0837,Very Low
28,69000,MORTGAGE,9.0,MEDICAL,B,4000,9.91,0,0.06,N,6,26-35,50-75K,5.8,Very Low,Non-Default,0,0.55,0.217,Low
33,29000,RENT,0.0,VENTURE,C,10000,13.06,1,0.34,Y,9,26-35,25-50K,34.48,High,Default,1,0.56,0.9847,Very High
30,35000,RENT,6.0,PERSONAL,A,10000,5.79,0,0.29,N,9,26-35,25-50K,28.57,Moderate,Non-Default,0,0.69,0.1535,Very Low
33,69000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,4000,5.99,0,0.06,N,7,26-35,50-75K,5.8,Very Low,Non-Default,0,0.44,0.0583,Very Low
27,35000,RENT,3.0,MEDICAL,B,10000,9.88,0,0.29,N,8,26-35,25-50K,28.57,Moderate,Non-Default,0,0.8,0.2058,Low
30,69000,MORTGAGE,13.0,VENTURE,B,10000,9.99,0,0.14,N,9,26-35,50-75K,14.49,Low,Non-Default,0,0.69,0.0622,Very Low
33,35000,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.48,0,0.29,Y,10,26-35,25-50K,28.57,Moderate,Non-Default,1,0.62,0.364,Low
27,35000,RENT,5.0,VENTURE,C,10000,13.48,0,0.29,N,10,26-35,25-50K,28.57,Moderate,Non-Default,0,1.0,0.3288,Low
33,69000,MORTGAGE,17.0,EDUCATION,B,7200,10.74,0,0.1,N,7,26-35,50-75K,10.43,Very Low,Non-Default,0,0.44,0.2164,Low
28,35000,RENT,5.0,MEDICAL,D,10000,14.61,0,0.29,N,7,26-35,25-50K,28.57,Moderate,Non-Default,0,0.64,0.7248,High
28,63000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,9000,13.72,1,0.14,Y,9,26-35,50-75K,14.29,Low,Default,1,0.82,0.337,Low
33,69000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.29,N,6,26-35,50-75K,28.99,Moderate,Non-Default,0,0.38,0.112,Very Low
29,69000,OWN,11.0,PERSONAL,B,6000,11.12,0,0.09,N,5,26-35,50-75K,8.7,Very Low,Non-Default,0,0.42,0.1351,Very Low
30,35000,RENT,5.0,MEDICAL,B,10000,12.21,0,0.29,N,6,26-35,25-50K,28.57,Moderate,Non-Default,0,0.46,0.284,Low
29,69000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14000,7.51,0,0.2,N,5,26-35,50-75K,20.29,Low,Non-Default,0,0.42,0.1,Very Low
28,69000,OWN,11.0,HOMEIMPROVEMENT,B,6000,11.86,0,0.09,N,9,26-35,50-75K,8.7,Very Low,Non-Default,0,0.82,0.1507,Very Low
31,29000,RENT,0.0,DEBTCONSOLIDATION,E,10000,13.75,1,0.34,N,8,26-35,25-50K,34.48,High,Default,0,0.57,0.9977,Very High
34,29004,RENT,9.0,EDUCATION,B,10000,11.83,1,0.34,N,5,26-35,25-50K,34.48,High,Default,0,0.29,0.9932,Very High
27,29238,RENT,8.0,HOMEIMPROVEMENT,C,10000,12.99,1,0.34,N,6,26-35,25-50K,34.2,High,Default,0,0.6,0.9936,Very High
29,69000,MORTGAGE,13.0,MEDICAL,B,15000,10.62,0,0.22,N,6,26-35,50-75K,21.74,Moderate,Non-Default,0,0.5,0.2424,Low
31,29400,RENT,2.0,MEDICAL,D,10000,13.87,1,0.34,N,6,26-35,25-50K,34.01,High,Default,0,0.43,0.9971,Very High
28,69000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,9.88,0,0.14,N,8,26-35,50-75K,14.49,Low,Non-Default,0,0.73,0.2189,Low
34,63000,OWN,5.0,VENTURE,G,20500,20.9,1,0.33,Y,8,26-35,50-75K,32.54,High,Default,1,0.47,0.7315,High
34,35665,RENT,2.0,PERSONAL,B,10000,10.08,0,0.28,N,6,26-35,25-50K,28.04,Moderate,Non-Default,0,0.35,0.2173,Low
28,69000,MORTGAGE,2.0,EDUCATION,A,10000,8.94,0,0.14,N,8,26-35,50-75K,14.49,Low,Non-Default,0,0.73,0.1508,Very Low
29,36000,RENT,5.0,PERSONAL,C,10000,13.48,0,0.28,Y,6,26-35,25-50K,27.78,Moderate,Non-Default,1,0.5,0.3703,Low
28,63000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,11200,14.42,1,0.18,Y,7,26-35,50-75K,17.78,Low,Default,1,0.64,0.9063,Very High
31,36000,RENT,3.0,PERSONAL,B,10000,10.65,0,0.28,N,5,26-35,25-50K,27.78,Moderate,Non-Default,0,0.36,0.2188,Low
29,69000,MORTGAGE,6.0,PERSONAL,D,18000,12.61,0,0.26,N,9,26-35,50-75K,26.09,Moderate,Non-Default,0,0.75,0.4755,Moderate
32,36000,RENT,4.0,VENTURE,B,10000,11.99,0,0.28,N,9,26-35,25-50K,27.78,Moderate,Non-Default,0,0.6,0.1732,Very Low
28,36000,RENT,0.0,DEBTCONSOLIDATION,B,10000,11.11,0,0.28,N,5,26-35,25-50K,27.78,Moderate,Non-Default,0,0.45,0.2269,Low
27,30000,RENT,4.0,EDUCATION,B,10000,10.74,1,0.33,N,10,26-35,25-50K,33.33,High,Default,0,1.0,0.9948,Very High
34,69500,MORTGAGE,4.0,HOMEIMPROVEMENT,B,15000,10.99,0,0.22,N,6,26-35,50-75K,21.58,Moderate,Non-Default,0,0.35,0.2333,Low
27,69500,MORTGAGE,11.0,MEDICAL,A,14750,7.49,0,0.21,N,9,26-35,50-75K,21.22,Moderate,Non-Default,0,0.9,0.118,Very Low
27,30000,RENT,1.0,HOMEIMPROVEMENT,D,10000,15.31,1,0.33,Y,6,26-35,25-50K,33.33,High,Default,1,0.6,0.997,Very High
27,36000,RENT,3.0,PERSONAL,E,10000,17.19,0,0.28,Y,7,26-35,25-50K,27.78,Moderate,Non-Default,1,0.7,0.5113,Moderate
27,69592,MORTGAGE,4.0,MEDICAL,B,6500,10.74,0,0.09,N,10,26-35,50-75K,9.34,Very Low,Non-Default,0,1.0,0.1902,Very Low
35,63600,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4800,12.42,1,0.08,N,6,26-35,50-75K,7.55,Very Low,Default,0,0.33,0.279,Low
33,69600,MORTGAGE,17.0,PERSONAL,B,16000,11.99,0,0.23,N,8,26-35,50-75K,22.99,Moderate,Non-Default,0,0.5,0.2346,Low
28,36000,RENT,13.0,MEDICAL,A,10000,8.59,0,0.28,N,9,26-35,25-50K,27.78,Moderate,Non-Default,0,0.82,0.1898,Very Low
27,69638,MORTGAGE,5.0,EDUCATION,B,16725,10.74,0,0.24,N,9,26-35,50-75K,24.02,Moderate,Non-Default,0,0.9,0.2203,Low
27,69830,OWN,3.0,EDUCATION,E,15000,16.45,0,0.21,Y,5,26-35,50-75K,21.48,Moderate,Non-Default,1,0.5,0.4194,Moderate
32,69900,MORTGAGE,16.0,PERSONAL,B,18000,11.49,0,0.26,N,8,26-35,50-75K,25.75,Moderate,Non-Default,0,0.53,0.2327,Low
31,30000,RENT,4.0,DEBTCONSOLIDATION,D,10000,14.42,1,0.33,N,9,26-35,25-50K,33.33,High,Default,0,0.64,0.985,Very High
28,69900,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.17,N,10,26-35,50-75K,17.17,Low,Non-Default,0,0.91,0.021,Very Low
33,69930,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6300,7.14,0,0.09,N,10,26-35,50-75K,9.01,Very Low,Non-Default,0,0.62,0.0611,Very Low
27,69936,MORTGAGE,11.0,DEBTCONSOLIDATION,A,8000,7.66,0,0.11,N,10,26-35,50-75K,11.44,Low,Non-Default,0,1.0,0.0987,Very Low
27,69960,MORTGAGE,3.0,PERSONAL,A,10000,7.49,0,0.14,N,9,26-35,50-75K,14.29,Low,Non-Default,0,0.9,0.0708,Very Low
33,69996,MORTGAGE,11.0,MEDICAL,B,3200,9.99,0,0.05,N,8,26-35,50-75K,4.57,Very Low,Non-Default,0,0.5,0.1999,Very Low
30,36996,RENT,5.0,EDUCATION,A,10000,8.9,0,0.27,N,6,26-35,25-50K,27.03,Moderate,Non-Default,0,0.46,0.1791,Very Low
30,37000,RENT,2.0,VENTURE,A,10000,7.88,0,0.27,N,6,26-35,25-50K,27.03,Moderate,Non-Default,0,0.46,0.0647,Very Low
29,37000,RENT,1.0,MEDICAL,C,10000,12.53,0,0.27,N,5,26-35,25-50K,27.03,Moderate,Non-Default,0,0.42,0.3189,Low
29,69996,MORTGAGE,11.0,EDUCATION,A,3400,6.39,0,0.05,N,6,26-35,50-75K,4.86,Very Low,Non-Default,0,0.5,0.0789,Very Low
27,69996,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6000,10.75,0,0.09,N,10,26-35,50-75K,8.57,Very Low,Non-Default,0,1.0,0.1998,Very Low
32,37965,RENT,3.0,PERSONAL,A,10000,9.63,0,0.26,N,6,26-35,25-50K,26.34,Moderate,Non-Default,0,0.4,0.163,Very Low
30,69996,OWN,14.0,VENTURE,C,6000,14.26,0,0.09,N,8,26-35,50-75K,8.57,Very Low,Non-Default,0,0.62,0.1817,Very Low
28,69996,MORTGAGE,1.0,HOMEIMPROVEMENT,B,7200,11.83,0,0.1,N,10,26-35,50-75K,10.29,Very Low,Non-Default,0,0.91,0.2032,Low
28,38000,RENT,0.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.26,N,7,26-35,25-50K,26.32,Moderate,Non-Default,0,0.64,0.1664,Very Low
30,69996,MORTGAGE,14.0,PERSONAL,B,11250,12.21,0,0.16,N,10,26-35,50-75K,16.07,Low,Non-Default,0,0.77,0.209,Low
33,64000,MORTGAGE,8.0,VENTURE,C,12000,13.48,1,0.19,N,9,26-35,50-75K,18.75,Low,Default,0,0.56,0.2927,Low
27,38000,RENT,0.0,VENTURE,B,10000,9.76,0,0.26,N,5,26-35,25-50K,26.32,Moderate,Non-Default,0,0.5,0.0966,Very Low
35,38004,RENT,4.0,MEDICAL,B,10000,9.99,0,0.26,N,7,26-35,25-50K,26.31,Moderate,Non-Default,0,0.39,0.2073,Low
28,38004,RENT,4.0,DEBTCONSOLIDATION,C,10000,13.61,0,0.26,N,7,26-35,25-50K,26.31,Moderate,Non-Default,0,0.64,0.3715,Low
31,70000,MORTGAGE,9.0,MEDICAL,A,18000,8.9,0,0.26,N,10,26-35,50-75K,25.71,Moderate,Non-Default,0,0.71,0.1742,Very Low
30,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10000,7.49,0,0.14,N,7,26-35,50-75K,14.29,Low,Non-Default,0,0.54,0.0774,Very Low
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,18000,10.99,0,0.26,N,7,26-35,50-75K,25.71,Moderate,Non-Default,0,0.54,0.2369,Low
27,38400,RENT,5.0,MEDICAL,C,10000,15.23,0,0.26,Y,7,26-35,25-50K,26.04,Moderate,Non-Default,1,0.7,0.4356,Moderate
34,38400,RENT,3.0,MEDICAL,A,10000,7.49,0,0.26,N,6,26-35,25-50K,26.04,Moderate,Non-Default,0,0.35,0.1326,Very Low
27,70000,MORTGAGE,11.0,PERSONAL,C,3000,13.48,0,0.04,Y,8,26-35,50-75K,4.29,Very Low,Non-Default,1,0.8,0.2521,Low
27,70000,MORTGAGE,9.0,EDUCATION,A,16000,7.9,0,0.23,N,7,26-35,50-75K,22.86,Moderate,Non-Default,0,0.7,0.1571,Very Low
31,70000,MORTGAGE,0.0,MEDICAL,A,3000,8.9,0,0.04,N,8,26-35,50-75K,4.29,Very Low,Non-Default,0,0.57,0.1742,Very Low
32,38400,RENT,1.0,VENTURE,B,10000,10.39,0,0.26,N,10,26-35,25-50K,26.04,Moderate,Non-Default,0,0.67,0.1111,Very Low
30,70000,MORTGAGE,4.0,MEDICAL,B,10200,12.42,0,0.15,N,6,26-35,50-75K,14.57,Low,Non-Default,0,0.46,0.1944,Very Low
30,70000,MORTGAGE,9.0,MEDICAL,A,7000,8.9,0,0.1,N,9,26-35,50-75K,10.0,Very Low,Non-Default,0,0.69,0.155,Very Low
28,70000,OWN,6.0,VENTURE,D,14000,16.29,0,0.2,Y,8,26-35,50-75K,20.0,Low,Non-Default,1,0.73,0.212,Low
28,70000,MORTGAGE,7.0,EDUCATION,C,15000,14.65,0,0.21,N,10,26-35,50-75K,21.43,Moderate,Non-Default,0,0.91,0.3866,Low
35,39000,RENT,2.0,MEDICAL,B,10000,10.25,0,0.26,N,5,26-35,25-50K,25.64,Moderate,Non-Default,0,0.28,0.2306,Low
28,70000,MORTGAGE,7.0,EDUCATION,A,8000,6.62,0,0.11,N,5,26-35,50-75K,11.43,Low,Non-Default,0,0.45,0.073,Very Low
34,70000,MORTGAGE,6.0,EDUCATION,E,22000,19.91,0,0.31,Y,8,26-35,50-75K,31.43,High,Non-Default,1,0.47,0.6503,High
34,39312,RENT,5.0,PERSONAL,D,10000,15.7,0,0.25,N,7,26-35,25-50K,25.44,Moderate,Non-Default,0,0.41,0.4878,Moderate
32,70000,MORTGAGE,8.0,PERSONAL,C,1800,14.65,0,0.03,Y,6,26-35,50-75K,2.57,Very Low,Non-Default,1,0.4,0.2667,Low
27,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5200,7.51,0,0.07,N,10,26-35,50-75K,7.43,Very Low,Non-Default,0,1.0,0.0929,Very Low
30,70000,MORTGAGE,5.0,MEDICAL,B,31825,12.69,0,0.45,N,8,26-35,50-75K,45.46,Very High,Non-Default,0,0.62,0.3416,Low
27,39996,RENT,3.0,PERSONAL,D,10000,15.37,0,0.25,Y,8,26-35,25-50K,25.0,Moderate,Non-Default,1,0.8,0.5233,Moderate
29,70000,MORTGAGE,11.0,EDUCATION,C,6000,14.27,0,0.09,Y,7,26-35,50-75K,8.57,Very Low,Non-Default,1,0.58,0.3284,Low
27,40000,RENT,4.0,VENTURE,D,10000,15.31,0,0.25,N,7,26-35,25-50K,25.0,Moderate,Non-Default,0,0.7,0.4828,Moderate
35,70000,MORTGAGE,0.0,MEDICAL,B,12000,11.71,0,0.17,N,10,26-35,50-75K,17.14,Low,Non-Default,0,0.56,0.1996,Very Low
27,70000,MORTGAGE,8.0,VENTURE,B,12000,9.91,0,0.17,N,6,26-35,50-75K,17.14,Low,Non-Default,0,0.6,0.0566,Very Low
27,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,5500,13.49,0,0.08,Y,10,26-35,50-75K,7.86,Very Low,Non-Default,1,1.0,0.2659,Low
31,70000,MORTGAGE,11.0,VENTURE,A,4500,7.9,0,0.06,N,8,26-35,50-75K,6.43,Very Low,Non-Default,0,0.57,0.0398,Very Low
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12800,10.99,0,0.18,N,7,26-35,50-75K,18.29,Low,Non-Default,0,0.54,0.2108,Low
28,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,11.71,0,0.07,N,8,26-35,50-75K,7.14,Very Low,Non-Default,0,0.73,0.2469,Low
28,40000,RENT,0.0,EDUCATION,B,10000,12.42,0,0.25,N,5,26-35,25-50K,25.0,Moderate,Non-Default,0,0.45,0.2396,Low
30,70000,MORTGAGE,14.0,EDUCATION,B,8000,9.91,0,0.11,N,5,26-35,50-75K,11.43,Low,Non-Default,0,0.38,0.2012,Low
30,40000,RENT,11.0,DEBTCONSOLIDATION,B,10000,10.65,0,0.25,N,5,26-35,25-50K,25.0,Moderate,Non-Default,0,0.38,0.2405,Low
28,70000,MORTGAGE,2.0,VENTURE,A,5600,6.62,0,0.08,N,5,26-35,50-75K,8.0,Very Low,Non-Default,0,0.45,0.0184,Very Low
27,34000,RENT,3.0,MEDICAL,D,10000,16.77,1,0.29,N,7,26-35,25-50K,29.41,Moderate,Default,0,0.7,0.8342,Very High
34,70000,MORTGAGE,5.0,VENTURE,C,4600,14.79,0,0.07,N,7,26-35,50-75K,6.57,Very Low,Non-Default,0,0.41,0.2633,Low
29,70000,OWN,13.0,PERSONAL,D,25000,15.62,0,0.36,Y,9,26-35,50-75K,35.71,High,Non-Default,1,0.75,0.2926,Low
27,34000,RENT,3.0,VENTURE,C,10000,13.49,1,0.29,N,10,26-35,25-50K,29.41,Moderate,Default,0,1.0,0.511,Moderate
33,70000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,3700,5.99,0,0.05,N,6,26-35,50-75K,5.29,Very Low,Non-Default,0,0.38,0.0615,Very Low
27,70000,MORTGAGE,11.0,PERSONAL,A,5600,5.42,0,0.08,N,7,26-35,50-75K,8.0,Very Low,Non-Default,0,0.7,0.0877,Very Low
28,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,24000,5.99,0,0.34,N,5,26-35,50-75K,34.29,High,Non-Default,0,0.45,0.2247,Low
33,70000,OWN,17.0,VENTURE,A,24000,7.49,0,0.34,N,6,26-35,50-75K,34.29,High,Non-Default,0,0.38,0.1156,Very Low
29,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,4200,10.99,0,0.06,N,9,26-35,50-75K,6.0,Very Low,Non-Default,0,0.75,0.2151,Low
35,70000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,20000,11.49,0,0.29,N,10,26-35,50-75K,28.57,Moderate,Non-Default,0,0.56,0.2456,Low
30,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,10000,16.89,0,0.14,Y,5,26-35,50-75K,14.29,Low,Non-Default,1,0.38,0.5612,Moderate
27,54400,MORTGAGE,11.0,MEDICAL,D,3000,15.31,1,0.05,Y,5,26-35,50-75K,5.51,Very Low,Default,1,0.5,0.8372,Very High
27,70000,MORTGAGE,11.0,PERSONAL,A,3000,5.42,0,0.04,N,7,26-35,50-75K,4.29,Very Low,Non-Default,0,0.7,0.0909,Very Low
32,70000,OWN,12.0,VENTURE,A,3000,7.49,0,0.04,N,5,26-35,50-75K,4.29,Very Low,Non-Default,0,0.33,0.0155,Very Low
33,34000,RENT,4.0,MEDICAL,D,10000,15.33,1,0.29,Y,8,26-35,25-50K,29.41,Moderate,Default,1,0.5,0.8097,Very High
34,70000,OWN,0.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.14,N,9,26-35,50-75K,14.29,Low,Non-Default,0,0.53,0.1201,Very Low
27,40000,RENT,4.0,PERSONAL,D,10000,15.31,0,0.25,Y,6,26-35,25-50K,25.0,Moderate,Non-Default,1,0.6,0.5211,Moderate
27,40000,RENT,10.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.25,N,5,26-35,25-50K,25.0,Moderate,Non-Default,0,0.5,0.2767,Low
29,70000,MORTGAGE,13.0,MEDICAL,A,10000,6.99,0,0.14,N,5,26-35,50-75K,14.29,Low,Non-Default,0,0.42,0.0847,Very Low
29,34000,RENT,0.0,DEBTCONSOLIDATION,B,10000,12.53,1,0.29,N,6,26-35,25-50K,29.41,Moderate,Default,0,0.5,0.5445,Moderate
32,70000,MORTGAGE,7.0,PERSONAL,A,6000,5.42,0,0.09,N,6,26-35,50-75K,8.57,Very Low,Non-Default,0,0.4,0.0634,Very Low
27,34000,RENT,0.0,PERSONAL,D,10000,15.37,1,0.29,Y,5,26-35,25-50K,29.41,Moderate,Default,1,0.5,0.9664,Very High
28,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,8.49,0,0.11,N,9,26-35,50-75K,11.43,Low,Non-Default,0,0.82,0.126,Very Low
28,54400,MORTGAGE,12.0,MEDICAL,C,18000,12.99,1,0.28,Y,8,26-35,50-75K,33.09,Moderate,Default,1,0.73,0.3358,Low
31,70000,MORTGAGE,9.0,MEDICAL,A,6000,7.49,0,0.09,N,7,26-35,50-75K,8.57,Very Low,Non-Default,0,0.5,0.0801,Very Low
27,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.49,0,0.21,N,8,26-35,50-75K,21.43,Moderate,Non-Default,0,0.8,0.0871,Very Low
29,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,11.14,0,0.12,N,10,26-35,50-75K,12.14,Low,Non-Default,0,0.83,0.1976,Very Low
27,70000,MORTGAGE,0.0,MEDICAL,B,33000,10.99,0,0.47,N,7,26-35,50-75K,47.14,Very High,Non-Default,0,0.7,0.2997,Low
29,70000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.29,N,8,26-35,50-75K,28.57,Moderate,Non-Default,0,0.67,0.2416,Low
31,40000,RENT,2.0,VENTURE,C,10000,11.41,0,0.25,N,5,26-35,25-50K,25.0,Moderate,Non-Default,0,0.36,0.2257,Low
27,40992,RENT,0.0,MEDICAL,C,10000,14.27,0,0.24,Y,6,26-35,25-50K,24.4,Moderate,Non-Default,1,0.6,0.3476,Low
32,70000,MORTGAGE,5.0,VENTURE,A,14000,7.49,0,0.2,N,10,26-35,50-75K,20.0,Low,Non-Default,0,0.67,0.0197,Very Low
28,70000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,5000,6.99,0,0.07,N,7,26-35,50-75K,7.14,Very Low,Non-Default,0,0.64,0.0953,Very Low
34,41300,RENT,18.0,EDUCATION,C,10000,13.48,0,0.24,Y,6,26-35,25-50K,24.21,Moderate,Non-Default,1,0.35,0.3652,Low
27,41500,RENT,0.0,MEDICAL,C,10000,11.09,0,0.24,Y,6,26-35,25-50K,24.1,Moderate,Non-Default,1,0.6,0.2735,Low
29,70000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,7000,7.66,0,0.1,N,10,26-35,50-75K,10.0,Very Low,Non-Default,0,0.83,0.0893,Very Low
29,70000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,9.63,0,0.04,N,9,26-35,50-75K,4.29,Very Low,Non-Default,0,0.75,0.1957,Very Low
27,54400,MORTGAGE,4.0,MEDICAL,D,15000,15.65,1,0.23,Y,9,26-35,50-75K,27.57,Moderate,Default,1,0.9,0.8614,Very High
34,70000,MORTGAGE,5.0,VENTURE,A,6000,7.49,0,0.09,N,6,26-35,50-75K,8.57,Very Low,Non-Default,0,0.35,0.016,Very Low
30,42000,RENT,4.0,MEDICAL,C,10000,16.11,0,0.24,N,9,26-35,25-50K,23.81,Moderate,Non-Default,0,0.69,0.3862,Low
32,70000,MORTGAGE,3.0,VENTURE,A,4000,5.79,0,0.06,N,5,26-35,50-75K,5.71,Very Low,Non-Default,0,0.33,0.0134,Very Low
27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,25000,7.66,0,0.36,N,5,26-35,50-75K,35.71,High,Non-Default,0,0.5,0.1931,Very Low
29,70000,MORTGAGE,0.0,EDUCATION,A,8000,7.49,0,0.11,N,9,26-35,50-75K,11.43,Low,Non-Default,0,0.75,0.0778,Very Low
31,54400,MORTGAGE,1.0,MEDICAL,D,27050,14.54,1,0.42,N,7,26-35,50-75K,49.72,Very High,Default,0,0.5,0.8759,Very High
30,42000,RENT,4.0,VENTURE,A,10000,7.49,0,0.24,N,9,26-35,25-50K,23.81,Moderate,Non-Default,0,0.69,0.0386,Very Low
30,42000,RENT,2.0,MEDICAL,A,10000,7.49,0,0.24,N,7,26-35,25-50K,23.81,Moderate,Non-Default,0,0.54,0.1175,Very Low
27,42000,RENT,1.0,EDUCATION,A,10000,7.49,0,0.24,N,8,26-35,25-50K,23.81,Moderate,Non-Default,0,0.8,0.1213,Very Low
28,42000,RENT,12.0,EDUCATION,A,10000,9.32,0,0.24,N,9,26-35,25-50K,23.81,Moderate,Non-Default,0,0.82,0.1995,Very Low
28,42500,RENT,2.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.24,N,6,26-35,25-50K,23.53,Moderate,Non-Default,0,0.55,0.1298,Very Low
27,43000,RENT,11.0,MEDICAL,B,10000,12.42,0,0.23,N,9,26-35,25-50K,23.26,Moderate,Non-Default,0,0.9,0.285,Low
34,70000,MORTGAGE,14.0,PERSONAL,E,14000,16.4,0,0.2,N,6,26-35,50-75K,20.0,Low,Non-Default,0,0.35,0.397,Low
28,70000,OWN,4.0,PERSONAL,D,25000,15.57,0,0.36,N,9,26-35,50-75K,35.71,High,Non-Default,0,0.82,0.3199,Low
31,70000,MORTGAGE,4.0,MEDICAL,A,12000,6.91,0,0.17,N,7,26-35,50-75K,17.14,Low,Non-Default,0,0.5,0.0694,Very Low
31,70000,MORTGAGE,3.0,PERSONAL,A,8400,6.91,0,0.12,N,9,26-35,50-75K,12.0,Low,Non-Default,0,0.64,0.0578,Very Low
27,70000,OWN,2.0,HOMEIMPROVEMENT,B,2250,10.36,0,0.03,N,7,26-35,50-75K,3.21,Very Low,Non-Default,0,0.7,0.1447,Very Low
27,70000,MORTGAGE,8.0,MEDICAL,A,1300,5.79,0,0.02,N,9,26-35,50-75K,1.86,Very Low,Non-Default,0,0.9,0.0917,Very Low
27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,1000,6.54,0,0.01,N,5,26-35,50-75K,1.43,Very Low,Non-Default,0,0.5,0.1051,Very Low
27,43080,RENT,7.0,PERSONAL,C,10000,13.98,0,0.23,N,9,26-35,25-50K,23.21,Moderate,Non-Default,0,0.9,0.3623,Low
34,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.29,N,5,26-35,50-75K,28.57,Moderate,Non-Default,0,0.29,0.1471,Very Low
27,43200,RENT,4.0,EDUCATION,A,10000,7.49,0,0.23,N,10,26-35,25-50K,23.15,Moderate,Non-Default,0,1.0,0.1256,Very Low
27,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,8000,14.46,0,0.11,N,7,26-35,50-75K,11.43,Low,Non-Default,0,0.7,0.5332,Moderate
31,43288,RENT,7.0,MEDICAL,B,10000,10.74,0,0.23,N,5,26-35,25-50K,23.1,Moderate,Non-Default,0,0.36,0.2268,Low
31,70000,MORTGAGE,5.0,EDUCATION,A,4000,6.54,0,0.06,N,7,26-35,50-75K,5.71,Very Low,Non-Default,0,0.5,0.0704,Very Low
33,43337,RENT,17.0,PERSONAL,A,10000,6.92,0,0.23,N,6,26-35,25-50K,23.07,Moderate,Non-Default,0,0.38,0.1465,Very Low
29,70000,OWN,13.0,VENTURE,A,13000,6.91,0,0.19,N,8,26-35,50-75K,18.57,Low,Non-Default,0,0.67,0.0136,Very Low
30,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10200,6.91,0,0.15,N,8,26-35,50-75K,14.57,Low,Non-Default,0,0.62,0.0641,Very Low
27,44000,RENT,12.0,MEDICAL,D,10000,16.77,0,0.23,N,9,26-35,25-50K,22.73,Moderate,Non-Default,0,0.9,0.7622,High
30,54400,MORTGAGE,3.0,MEDICAL,A,23500,6.91,1,0.37,N,7,26-35,50-75K,43.2,High,Default,0,0.54,0.409,Moderate
